Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
A*,Y,N,47,10,10,0.4,282,13,0.3402566000004299
Pruning,Y,Y,47,10,10,0.4,1361,13,0.07721899999887682
Pruning,N,N,48,10,10,0.4,11423,10,0.9195890999981202
Dijkstra,Y,Y,47,10,10,0.4,189,13,0.06403080001473427
Pruning,N,N,1,10,10,0.8,148,10,0.008244399999966845
Dijkstra,N,N,1,10,10,0.8,11,10,0.003663600014988333
A*,N,N,1,10,10,0.8,11,10,0.008758799987845123
Pruning,Y,N,1,10,10,0.8,156,10,0.004800700000487268
Dijkstra,Y,N,1,10,10,0.8,11,10,0.0019807000062428415
A*,Y,N,1,10,10,0.8,11,10,0.011274000018602237
Pruning,Y,Y,1,10,10,0.8,140,10,0.007336500013479963
Dijkstra,Y,Y,1,10,10,0.8,11,10,0.0029437999764923006
A*,Y,Y,1,10,10,0.8,11,10,0.008553799998480827
A*,Y,Y,47,10,10,0.4,282,13,0.2556149000010919
Pruning,N,N,49,10,10,0.4,11972,12,1.0657960000098683
A*,Y,Y,43,10,10,0.4,1018,14,1.1231687999970745
Dijkstra,N,N,48,10,10,0.4,1286,10,0.6358038000180386
Dijkstra,Y,N,31,10,10,0.4,3580,15,1.306387699994957
Pruning,N,N,50,10,10,0.4,8012,12,0.6266834999842104
Pruning,N,N,2,10,10,0.8,186,10,0.011728199984645471
Dijkstra,N,N,2,10,10,0.8,13,10,0.004858800006331876
A*,N,N,2,10,10,0.8,14,10,0.00931640001363121
Pruning,Y,N,2,10,10,0.8,170,10,0.010554700013017282
Dijkstra,Y,N,2,10,10,0.8,13,10,0.004096100019523874
A*,Y,N,2,10,10,0.8,13,10,0.013707200007047504
Pruning,Y,Y,2,10,10,0.8,158,10,0.008438200020464137
Dijkstra,Y,Y,2,10,10,0.8,14,10,0.004939400008879602
A*,Y,Y,2,10,10,0.8,13,10,0.012913199985632673
Pruning,N,N,3,10,10,0.8,193,10,0.012242199998581782
Dijkstra,N,N,3,10,10,0.8,11,10,0.004146799998125061
A*,N,N,3,10,10,0.8,11,10,0.012585999997099862
Pruning,Y,N,3,10,10,0.8,148,10,0.005112100014230236
Dijkstra,Y,N,3,10,10,0.8,11,10,0.002007300005061552
A*,Y,N,3,10,10,0.8,11,10,0.013137700007064268
Pruning,Y,Y,3,10,10,0.8,188,10,0.007441499998094514
Dijkstra,Y,Y,3,10,10,0.8,11,10,0.0019606999994721264
A*,Y,Y,3,10,10,0.8,11,10,0.010976699995808303
Dijkstra,N,N,49,10,10,0.4,1090,12,0.528292999981204
Pruning,N,N,4,10,10,0.8,92,10,0.0025030000251717865
Dijkstra,N,N,4,10,10,0.8,11,10,0.003907300007995218
A*,N,N,4,10,10,0.8,11,10,0.007431200006976724
Pruning,Y,N,4,10,10,0.8,108,10,0.0053666000021621585
Dijkstra,Y,N,4,10,10,0.8,11,10,0.0030681000207550824
A*,Y,N,4,10,10,0.8,11,10,0.013282300002174452
Pruning,Y,Y,4,10,10,0.8,108,10,0.005203799984883517
Dijkstra,Y,Y,4,10,10,0.8,11,10,0.0020795000018551946
A*,Y,Y,4,10,10,0.8,11,10,0.014072599995415658
Dijkstra,N,N,50,10,10,0.4,1219,12,0.6393683000060264
Pruning,N,N,5,10,10,0.8,101,14,0.003798099991399795
Dijkstra,N,N,5,10,10,0.8,13,14,0.004674099996918812
A*,N,N,5,10,10,0.8,14,14,0.0159140000178013
Pruning,Y,N,5,10,10,0.8,101,14,0.00524640001822263
Dijkstra,Y,N,5,10,10,0.8,13,14,0.0042876000225078315
A*,Y,N,5,10,10,0.8,14,14,0.01933499998995103
Pruning,Y,Y,5,10,10,0.8,101,14,0.004953399999067187
Dijkstra,Y,Y,5,10,10,0.8,12,14,0.004100199992535636
Pruning,N,N,6,10,10,0.8,100,10,0.0037662000104319304
Dijkstra,N,N,6,10,10,0.8,11,10,0.0021090999944135547
A*,Y,Y,5,10,10,0.8,14,14,0.01975730000413023
A*,N,N,6,10,10,0.8,11,10,0.009396200010087341
Pruning,Y,N,6,10,10,0.8,70,10,0.0033174999989569187
Dijkstra,Y,N,6,10,10,0.8,9,10,0.00249800001620315
A*,Y,N,6,10,10,0.8,9,10,0.008086799993179739
Pruning,Y,Y,6,10,10,0.8,58,10,0.0029584000003524125
Dijkstra,Y,Y,6,10,10,0.8,9,10,0.001804699975764379
A*,Y,Y,6,10,10,0.8,9,10,0.00652649998664856
Pruning,N,N,7,10,10,0.8,100,10,0.0034023000043816864
Dijkstra,N,N,7,10,10,0.8,11,10,0.003965200012316927
A*,N,N,7,10,10,0.8,11,10,0.012062000023433939
Pruning,Y,N,7,10,10,0.8,92,10,0.003523999999742955
Dijkstra,Y,N,7,10,10,0.8,11,10,0.0040339999832212925
A*,Y,N,7,10,10,0.8,11,10,0.01450650001061149
Pruning,Y,Y,7,10,10,0.8,92,10,0.0023591000062879175
Dijkstra,Y,Y,7,10,10,0.8,11,10,0.0019373999966774136
A*,Y,Y,7,10,10,0.8,11,10,0.01128089998383075
A*,N,N,48,10,10,0.4,1366,10,1.2783715999976266
Pruning,N,N,8,10,10,0.8,139,10,0.007571800000732765
Dijkstra,N,N,8,10,10,0.8,11,10,0.0038914000033400953
Pruning,N,N,9,10,10,0.8,219,12,0.013979600014863536
A*,N,N,8,10,10,0.8,11,10,0.012577699992107227
Pruning,Y,N,8,10,10,0.8,148,10,0.007592000009026378
Dijkstra,N,N,9,10,10,0.8,25,12,0.01089720000163652
Dijkstra,Y,N,8,10,10,0.8,11,10,0.0020183000015094876
A*,Y,N,8,10,10,0.8,11,10,0.008983800013083965
Pruning,Y,Y,8,10,10,0.8,124,10,0.0036635000142268836
Dijkstra,Y,Y,8,10,10,0.8,11,10,0.0020284999918658286
A*,N,N,9,10,10,0.8,24,12,0.025838300003670156
A*,Y,Y,8,10,10,0.8,11,10,0.011642900004517287
Pruning,Y,N,9,10,10,0.8,173,12,0.009348699997644871
A*,N,N,49,10,10,0.4,1127,12,1.1092113999766298
Dijkstra,Y,N,9,10,10,0.8,22,12,0.009037600015290082
A*,Y,N,9,10,10,0.8,24,12,0.034400700009427965
Pruning,Y,Y,9,10,10,0.8,173,12,0.009613100002752617
Dijkstra,Y,Y,9,10,10,0.8,24,12,0.009442500013392419
A*,Y,Y,9,10,10,0.8,24,12,0.031218099989928305
Pruning,Y,N,48,10,10,0.4,3645,10,0.3157098999945447
Dijkstra,Y,Y,3,10,10,0.4,8239,13,3.917716299998574
Pruning,N,N,10,10,10,0.8,99,10,0.005329800012987107
Dijkstra,N,N,10,10,10,0.8,10,10,0.0031162000086624175
A*,N,N,10,10,10,0.8,10,10,0.01115800000843592
Dijkstra,Y,N,48,10,10,0.4,382,10,0.14248929999303073
Pruning,Y,N,10,10,10,0.8,64,10,0.003061900002649054
Dijkstra,Y,N,10,10,10,0.8,9,10,0.0017177000117953867
A*,Y,N,10,10,10,0.8,9,10,0.0069734999851789325
Pruning,Y,Y,10,10,10,0.8,70,10,0.0028096999740228057
Dijkstra,Y,Y,10,10,10,0.8,9,10,0.0016602000105194747
A*,Y,Y,10,10,10,0.8,9,10,0.007423100003506988
A*,N,N,50,10,10,0.4,1315,12,1.23340980001376
Pruning,N,N,11,10,10,0.8,133,14,0.006697000004351139
Dijkstra,N,N,11,10,10,0.8,12,14,0.004231300001265481
A*,N,N,11,10,10,0.8,12,14,0.015422399999806657
Pruning,Y,N,11,10,10,0.8,124,14,0.006578500004252419
Dijkstra,Y,N,11,10,10,0.8,12,14,0.0039988000062294304
A*,Y,N,11,10,10,0.8,12,14,0.01734220000798814
Pruning,Y,Y,11,10,10,0.8,101,14,0.004651800001738593
Dijkstra,Y,Y,11,10,10,0.8,12,14,0.0036265000235289335
Pruning,Y,N,49,10,10,0.4,7450,12,0.5990982999792323
A*,Y,Y,11,10,10,0.8,12,14,0.015679300006013364
Pruning,N,N,12,10,10,0.8,124,10,0.006474699999671429
Dijkstra,N,N,12,10,10,0.8,11,10,0.0037888999795541167
A*,N,N,12,10,10,0.8,11,10,0.011348100000759587
Pruning,Y,N,12,10,10,0.8,101,10,0.005869499989785254
Dijkstra,Y,N,12,10,10,0.8,10,10,0.0026588999899104238
A*,Y,N,12,10,10,0.8,10,10,0.010971899988362566
Pruning,Y,Y,12,10,10,0.8,74,10,0.0031783000158611685
Dijkstra,Y,Y,12,10,10,0.8,10,10,0.0015808999887667596
A*,Y,Y,12,10,10,0.8,10,10,0.006161199999041855
A*,Y,N,48,10,10,0.4,466,10,0.4367596000083722
Pruning,Y,N,50,10,10,0.4,3368,12,0.25579920000745915
Pruning,N,N,13,10,10,0.8,140,10,0.007664100005058572
Pruning,Y,Y,48,10,10,0.4,2316,10,0.1690091000054963
Dijkstra,N,N,13,10,10,0.8,11,10,0.0021283999958541244
A*,N,N,13,10,10,0.8,11,10,0.007424699986586347
Pruning,Y,N,13,10,10,0.8,124,10,0.004189100000075996
Dijkstra,Y,N,13,10,10,0.8,11,10,0.00245939998421818
A*,Y,N,13,10,10,0.8,11,10,0.010228600003756583
Pruning,Y,Y,13,10,10,0.8,156,10,0.005654099979437888
Dijkstra,Y,Y,13,10,10,0.8,11,10,0.0035282000026199967
A*,Y,Y,13,10,10,0.8,11,10,0.00983500000438653
Dijkstra,Y,N,50,10,10,0.4,538,12,0.21443710001767613
Dijkstra,Y,Y,48,10,10,0.4,382,10,0.16473089999635704
Pruning,N,N,14,10,10,0.8,99,10,0.0036712999863084406
Dijkstra,N,N,14,10,10,0.8,10,10,0.0018468000052962452
A*,N,N,14,10,10,0.8,10,10,0.010251700005028397
Dijkstra,Y,N,49,10,10,0.4,1140,12,0.5766888999787625
A*,Y,N,31,10,10,0.4,3515,15,2.5958801000087988
Pruning,Y,N,14,10,10,0.8,252,10,0.012967500020749867
Dijkstra,Y,N,14,10,10,0.8,10,10,0.0030273000011220574
A*,Y,N,14,10,10,0.8,10,10,0.00821400000131689
Pruning,Y,Y,14,10,10,0.8,178,10,0.0071613000181969255
Dijkstra,Y,Y,14,10,10,0.8,10,10,0.0017648999928496778
A*,Y,Y,14,10,10,0.8,10,10,0.009791899996344
Pruning,N,N,15,10,10,0.8,100,10,0.00450560002354905
Dijkstra,N,N,15,10,10,0.8,11,10,0.0039530000067316
A*,N,N,15,10,10,0.8,11,10,0.012615500018000603
Pruning,Y,N,15,10,10,0.8,147,10,0.006980799982557073
Dijkstra,Y,N,15,10,10,0.8,11,10,0.002970300003653392
A*,Y,N,15,10,10,0.8,11,10,0.01315380001324229
Pruning,Y,Y,15,10,10,0.8,123,10,0.006415899988496676
Dijkstra,Y,Y,15,10,10,0.8,11,10,0.001965299976291135
A*,Y,Y,15,10,10,0.8,11,10,0.011889599991263822
A*,Y,Y,48,10,10,0.4,456,10,0.4070415000023786
Pruning,N,N,16,10,10,0.8,90,10,0.0027141000027768314
Dijkstra,N,N,16,10,10,0.8,9,10,0.0032913000031840056
A*,N,N,16,10,10,0.8,9,10,0.011490099976072088
Pruning,Y,N,16,10,10,0.8,145,10,0.009929299994837493
Dijkstra,Y,N,16,10,10,0.8,9,10,0.0019526999967638403
A*,Y,N,16,10,10,0.8,9,10,0.004375699994852766
Pruning,Y,Y,16,10,10,0.8,129,10,0.00462560000596568
Dijkstra,Y,Y,16,10,10,0.8,9,10,0.0012156000011600554
A*,Y,Y,16,10,10,0.8,9,10,0.007292900001630187
A*,Y,N,50,10,10,0.4,729,12,0.6224965000001248
Pruning,N,N,17,10,10,0.8,92,10,0.003666599979624152
Dijkstra,N,N,17,10,10,0.8,11,10,0.0031245999853126705
A*,N,N,17,10,10,0.8,11,10,0.012535299989394844
Pruning,Y,N,17,10,10,0.8,137,10,0.004985799983842298
Dijkstra,Y,N,17,10,10,0.8,10,10,0.0029542000265792012
A*,Y,N,17,10,10,0.8,10,10,0.010630099975969642
Pruning,Y,Y,17,10,10,0.8,220,10,0.01275810002698563
Dijkstra,Y,Y,17,10,10,0.8,10,10,0.0028497999883256853
A*,Y,Y,17,10,10,0.8,10,10,0.011079199990490451
Pruning,Y,Y,50,10,10,0.4,3154,12,0.2579470999771729
Pruning,N,N,18,10,10,0.8,147,10,0.00874279998242855
Dijkstra,N,N,18,10,10,0.8,12,10,0.0036604000197257847
A*,N,N,18,10,10,0.8,12,10,0.010628599993651733
Pruning,Y,N,18,10,10,0.8,249,10,0.01589890001923777
Dijkstra,Y,N,18,10,10,0.8,13,10,0.00267730001360178
A*,Y,N,18,10,10,0.8,12,10,0.008114099997328594
Pruning,Y,Y,18,10,10,0.8,209,10,0.011537500016856939
Dijkstra,Y,Y,18,10,10,0.8,14,10,0.004502700001467019
A*,Y,Y,18,10,10,0.8,12,10,0.013016999990213662
Pruning,N,N,19,10,10,0.8,107,10,0.005672300001606345
Dijkstra,N,N,19,10,10,0.8,10,10,0.003619099996285513
A*,N,N,19,10,10,0.8,10,10,0.011627800005953759
Pruning,Y,N,19,10,10,0.8,76,10,0.002826200012350455
Dijkstra,Y,N,19,10,10,0.8,9,10,0.002376599994022399
A*,Y,N,19,10,10,0.8,9,10,0.0065633000049274415
Pruning,Y,Y,19,10,10,0.8,70,10,0.0036748999846167862
Dijkstra,Y,Y,19,10,10,0.8,9,10,0.0022561000077985227
A*,Y,Y,19,10,10,0.8,9,10,0.007178500003647059
Dijkstra,Y,Y,50,10,10,0.4,532,12,0.23486500000581145
Pruning,N,N,20,10,10,0.8,213,13,0.01363520001177676
Dijkstra,N,N,20,10,10,0.8,16,13,0.005842199985636398
A*,N,N,20,10,10,0.8,24,13,0.026721700007328764
Pruning,Y,N,20,10,10,0.8,133,13,0.007135499996365979
Dijkstra,Y,N,20,10,10,0.8,23,13,0.009404400014318526
A*,Y,N,20,10,10,0.8,24,13,0.02796089998446405
Pruning,Y,Y,20,10,10,0.8,133,13,0.005772699980298057
Dijkstra,Y,Y,20,10,10,0.8,21,13,0.005879899981664494
A*,Y,Y,20,10,10,0.8,24,13,0.033754800009774044
Pruning,N,N,21,10,10,0.8,108,10,0.005988799995975569
Dijkstra,N,N,21,10,10,0.8,11,10,0.003982800000812858
A*,N,N,21,10,10,0.8,11,10,0.012487100000726059
Pruning,Y,N,21,10,10,0.8,124,10,0.006236699991859496
Dijkstra,Y,N,21,10,10,0.8,11,10,0.003673800005344674
A*,Y,N,21,10,10,0.8,11,10,0.01491080000414513
Pruning,Y,Y,21,10,10,0.8,100,10,0.0048433000047225505
A*,Y,N,49,10,10,0.4,1122,12,1.2764590999868233
Dijkstra,Y,Y,21,10,10,0.8,11,10,0.0033146000059787184
A*,Y,Y,21,10,10,0.8,11,10,0.01613299999735318
Pruning,N,N,22,10,10,0.8,108,10,0.006302599998889491
Dijkstra,N,N,22,10,10,0.8,11,10,0.003827900014584884
A*,N,N,22,10,10,0.8,11,10,0.014565999998012558
Pruning,Y,N,22,10,10,0.8,108,10,0.0055114999995566905
Dijkstra,Y,N,22,10,10,0.8,11,10,0.00321510000503622
A*,Y,N,22,10,10,0.8,11,10,0.010042600013548508
Pruning,Y,Y,22,10,10,0.8,108,10,0.0032597000245004892
Dijkstra,Y,Y,22,10,10,0.8,11,10,0.0035963999980594963
A*,Y,Y,22,10,10,0.8,11,10,0.01423980001709424
Pruning,N,N,23,10,10,0.8,179,10,0.011184300004970282
Dijkstra,N,N,23,10,10,0.8,11,10,0.0030134999833535403
A*,N,N,23,10,10,0.8,11,10,0.01260250000632368
Pruning,Y,N,23,10,10,0.8,124,10,0.006623699999181554
Dijkstra,Y,N,23,10,10,0.8,11,10,0.003708000003825873
A*,Y,N,23,10,10,0.8,11,10,0.014989999996032566
Pruning,Y,Y,23,10,10,0.8,123,10,0.0065673000062815845
Dijkstra,Y,Y,23,10,10,0.8,11,10,0.003569100023014471
A*,Y,Y,23,10,10,0.8,11,10,0.014689300005557016
A*,Y,Y,50,10,10,0.4,708,12,0.6507512000098359
Pruning,N,N,24,10,10,0.8,157,14,0.007683699979679659
Dijkstra,N,N,24,10,10,0.8,18,14,0.006009699980495498
A*,N,N,24,10,10,0.8,22,14,0.026419200003147125
Pruning,Y,N,24,10,10,0.8,149,14,0.00823929999023676
Dijkstra,Y,N,24,10,10,0.8,18,14,0.005622900003800169
A*,Y,N,24,10,10,0.8,22,14,0.031828500010306016
Pruning,Y,Y,24,10,10,0.8,163,14,0.009251900017261505
Dijkstra,Y,Y,24,10,10,0.8,18,14,0.006764899997506291
A*,Y,Y,24,10,10,0.8,23,14,0.028167200012831017
Pruning,N,N,25,10,10,0.8,197,13,0.011948200000915676
Dijkstra,N,N,25,10,10,0.8,17,13,0.006792899977881461
Pruning,Y,Y,31,10,10,0.4,19279,15,1.9065046999894548
A*,N,N,25,10,10,0.8,24,13,0.01683850001427345
Pruning,Y,N,25,10,10,0.8,83,13,0.004600199987180531
Dijkstra,Y,N,25,10,10,0.8,13,13,0.0035614999942481518
A*,Y,N,25,10,10,0.8,16,13,0.013618600001791492
Pruning,Y,Y,25,10,10,0.8,77,13,0.003356199973495677
Dijkstra,Y,Y,25,10,10,0.8,12,13,0.002068500005407259
A*,Y,Y,25,10,10,0.8,16,13,0.010614400001941249
Pruning,N,N,26,10,10,0.8,178,10,0.009989399986807257
Dijkstra,N,N,26,10,10,0.8,11,10,0.003712300007464364
A*,N,N,26,10,10,0.8,11,10,0.012713100004475564
Pruning,Y,N,26,10,10,0.8,203,10,0.010498399991774932
Dijkstra,Y,N,26,10,10,0.8,11,10,0.0030992000247351825
A*,Y,N,26,10,10,0.8,11,10,0.014990099996794015
Pruning,Y,Y,26,10,10,0.8,204,10,0.010492500005057082
Dijkstra,Y,Y,26,10,10,0.8,11,10,0.0038748000224586576
A*,Y,Y,26,10,10,0.8,11,10,0.014934199978597462
Pruning,N,N,27,10,10,0.8,83,10,0.0046245999983511865
Dijkstra,N,N,27,10,10,0.8,10,10,0.003496399993309751
A*,N,N,27,10,10,0.8,10,10,0.011947099992539734
Pruning,Y,N,27,10,10,0.8,213,10,0.010851800005184487
Dijkstra,Y,N,27,10,10,0.8,10,10,0.0028609000146389008
Pruning,N,N,28,10,10,0.8,123,10,0.005834300012793392
Dijkstra,N,N,28,10,10,0.8,10,10,0.0029443000094033778
A*,Y,N,27,10,10,0.8,10,10,0.009439999994356185
Pruning,Y,Y,27,10,10,0.8,193,10,0.007813800009898841
A*,N,N,28,10,10,0.8,10,10,0.012078699975972995
Dijkstra,Y,Y,27,10,10,0.8,10,10,0.0020072000043001026
Pruning,Y,N,28,10,10,0.8,36,10,0.0018884000019170344
Dijkstra,Y,N,28,10,10,0.8,7,10,0.0008936999947763979
A*,Y,N,28,10,10,0.8,7,10,0.001908399979583919
Pruning,Y,Y,28,10,10,0.8,40,10,0.0011630999797489494
Dijkstra,Y,Y,28,10,10,0.8,7,10,0.001039800001308322
A*,Y,Y,27,10,10,0.8,10,10,0.008740400022361428
A*,Y,Y,28,10,10,0.8,7,10,0.0033124999899882823
Pruning,N,N,29,10,10,0.8,149,14,0.008996900025522336
Dijkstra,N,N,29,10,10,0.8,15,14,0.006318900006590411
A*,N,N,29,10,10,0.8,20,14,0.015595200005918741
Pruning,Y,N,29,10,10,0.8,117,14,0.005235300021013245
Dijkstra,Y,N,29,10,10,0.8,17,14,0.006135399977210909
A*,Y,N,29,10,10,0.8,20,14,0.024483999994117767
Pruning,Y,Y,29,10,10,0.8,117,14,0.0048442000115755945
Dijkstra,Y,Y,29,10,10,0.8,16,14,0.004294099984690547
A*,Y,Y,29,10,10,0.8,20,14,0.024479699990479276
Pruning,Y,Y,49,10,10,0.4,12616,12,1.200894600013271
Pruning,N,N,30,10,10,0.8,180,14,0.007411400001728907
Dijkstra,N,N,30,10,10,0.8,23,14,0.005572900001425296
A*,N,N,30,10,10,0.8,27,14,0.020347399986349046
Pruning,Y,N,30,10,10,0.8,213,14,0.011238300008699298
Dijkstra,Y,N,30,10,10,0.8,22,14,0.00617969999439083
A*,Y,N,30,10,10,0.8,25,14,0.027570500009460375
Pruning,Y,Y,30,10,10,0.8,213,14,0.012369200005196035
Pruning,N,N,31,10,10,0.8,99,10,0.005057900008978322
Dijkstra,N,N,31,10,10,0.8,10,10,0.0021866000024601817
Dijkstra,Y,Y,30,10,10,0.8,20,14,0.006958499987376854
A*,N,N,31,10,10,0.8,10,10,0.007029900007182732
Pruning,Y,N,31,10,10,0.8,95,10,0.00287430000025779
Dijkstra,Y,N,31,10,10,0.8,10,10,0.0016207000007852912
A*,Y,N,31,10,10,0.8,10,10,0.006752999994205311
Pruning,Y,Y,31,10,10,0.8,81,10,0.002198400004999712
Dijkstra,Y,Y,31,10,10,0.8,10,10,0.0016465999942738563
A*,Y,Y,31,10,10,0.8,10,10,0.007622100005391985
A*,Y,Y,30,10,10,0.8,24,14,0.03403670000261627
Pruning,N,N,32,10,10,0.8,221,13,0.009182399982819334
Pruning,N,N,33,10,10,0.8,125,15,0.006100200000219047
Dijkstra,N,N,32,10,10,0.8,20,13,0.0062833999982103705
Dijkstra,N,N,33,10,10,0.8,14,15,0.0041883999947458506
A*,N,N,33,10,10,0.8,14,15,0.014849300001515076
Pruning,Y,N,33,10,10,0.8,133,15,0.005866799998329952
Dijkstra,Y,N,33,10,10,0.8,14,15,0.004831400001421571
A*,N,N,32,10,10,0.8,25,13,0.027530500025022775
Pruning,Y,N,32,10,10,0.8,164,13,0.008522699994500726
Dijkstra,Y,N,32,10,10,0.8,24,13,0.009347899991553277
A*,Y,N,33,10,10,0.8,14,15,0.020194999990053475
Pruning,Y,Y,33,10,10,0.8,117,15,0.006168899999465793
Dijkstra,Y,Y,33,10,10,0.8,16,15,0.006005800009006634
A*,Y,N,32,10,10,0.8,24,13,0.02725419998751022
A*,Y,Y,33,10,10,0.8,14,15,0.01985340000828728
Pruning,Y,Y,32,10,10,0.8,169,13,0.010634000005666167
Dijkstra,Y,Y,32,10,10,0.8,24,13,0.009764800022821873
A*,Y,Y,32,10,10,0.8,25,13,0.0287743000080809
Pruning,N,N,34,10,10,0.8,238,10,0.01105120001011528
Dijkstra,N,N,34,10,10,0.8,11,10,0.0031017999863252044
A*,N,N,34,10,10,0.8,11,10,0.008037099993089214
Pruning,Y,N,34,10,10,0.8,164,10,0.006457900017267093
Dijkstra,Y,N,34,10,10,0.8,11,10,0.003347999998368323
Dijkstra,Y,Y,49,10,10,0.4,1159,12,0.5839600000181235
A*,Y,N,34,10,10,0.8,11,10,0.014797799987718463
Pruning,Y,Y,34,10,10,0.8,212,10,0.01268549999804236
Dijkstra,Y,Y,34,10,10,0.8,11,10,0.002989000000525266
A*,Y,Y,34,10,10,0.8,11,10,0.011739300010958686
Pruning,N,N,35,10,10,0.8,99,10,0.004712800000561401
Dijkstra,N,N,35,10,10,0.8,10,10,0.002097799995681271
A*,N,N,35,10,10,0.8,10,10,0.008246199984569103
Pruning,N,N,36,10,10,0.8,165,12,0.008326500013936311
Pruning,Y,N,35,10,10,0.8,82,10,0.0031042000045999885
Dijkstra,Y,N,35,10,10,0.8,9,10,0.0024637999886181206
Dijkstra,N,N,36,10,10,0.8,24,12,0.008673100004671142
A*,Y,N,35,10,10,0.8,9,10,0.005978999979561195
Pruning,Y,Y,35,10,10,0.8,70,10,0.0024337000213563442
Dijkstra,Y,Y,35,10,10,0.8,9,10,0.0018965000053867698
A*,Y,Y,35,10,10,0.8,9,10,0.0073717000195756555
A*,N,N,36,10,10,0.8,29,12,0.036583000008249655
Pruning,Y,N,36,10,10,0.8,259,12,0.016846600017743185
Dijkstra,Y,N,36,10,10,0.8,20,12,0.007815599994501099
A*,Y,N,36,10,10,0.8,28,12,0.03247959999134764
Pruning,Y,Y,36,10,10,0.8,173,12,0.005891800014069304
Dijkstra,Y,Y,36,10,10,0.8,23,12,0.009593700000550598
Pruning,N,N,37,10,10,0.8,119,10,0.005773899989435449
Dijkstra,N,N,37,10,10,0.8,8,10,0.001583499979460612
A*,Y,Y,36,10,10,0.8,31,12,0.04201069998089224
A*,N,N,37,10,10,0.8,8,10,0.008434599993051961
Pruning,Y,N,37,10,10,0.8,83,10,0.004381400009151548
Dijkstra,Y,N,37,10,10,0.8,8,10,0.0016055000014603138
A*,Y,N,37,10,10,0.8,8,10,0.0059985999832861125
Pruning,Y,Y,37,10,10,0.8,96,10,0.006784099998185411
Dijkstra,Y,Y,37,10,10,0.8,8,10,0.0017946999869309366
Pruning,N,N,38,10,10,0.8,74,10,0.003623099997639656
A*,Y,Y,37,10,10,0.8,8,10,0.005002199992304668
Dijkstra,N,N,38,10,10,0.8,9,10,0.003187399997841567
A*,N,N,38,10,10,0.8,9,10,0.011778199987020344
Pruning,Y,N,38,10,10,0.8,127,10,0.007604800019180402
Dijkstra,Y,N,38,10,10,0.8,9,10,0.0027341000095475465
A*,Y,N,38,10,10,0.8,9,10,0.00891909998608753
Pruning,Y,Y,38,10,10,0.8,107,10,0.007073599990690127
Dijkstra,Y,Y,38,10,10,0.8,9,10,0.002242999995360151
A*,Y,Y,38,10,10,0.8,9,10,0.008255299995653331
Dijkstra,Y,Y,31,10,10,0.4,3582,15,1.595131299982313
Pruning,N,N,39,10,10,0.8,124,14,0.005935099994530901
Dijkstra,N,N,39,10,10,0.8,13,14,0.004321200016420335
A*,N,N,39,10,10,0.8,14,14,0.016391899989685044
Pruning,Y,N,39,10,10,0.8,149,14,0.008073100005276501
Dijkstra,Y,N,39,10,10,0.8,13,14,0.00447739998344332
A*,Y,N,39,10,10,0.8,14,14,0.01953359998879023
Pruning,Y,Y,39,10,10,0.8,101,14,0.005145500006619841
Dijkstra,Y,Y,39,10,10,0.8,12,14,0.002195999986724928
A*,Y,Y,39,10,10,0.8,14,14,0.01773620001040399
Pruning,N,N,40,10,10,0.8,90,10,0.004455399990547448
Dijkstra,N,N,40,10,10,0.8,9,10,0.0032945999992080033
A*,N,N,40,10,10,0.8,9,10,0.010275100008584559
Pruning,Y,N,40,10,10,0.8,106,10,0.0060563999868463725
Dijkstra,Y,N,40,10,10,0.8,9,10,0.0023594999802298844
A*,Y,N,40,10,10,0.8,9,10,0.0075431000150274485
Pruning,Y,Y,40,10,10,0.8,106,10,0.00643910001963377
Dijkstra,Y,Y,40,10,10,0.8,9,10,0.0015890999929979444
A*,Y,Y,40,10,10,0.8,9,10,0.006173100002342835
Pruning,N,N,41,10,10,0.8,180,10,0.00968809999176301
Dijkstra,N,N,41,10,10,0.8,11,10,0.0020705999922938645
Pruning,N,N,42,10,10,0.8,99,10,0.0034281999978702515
Dijkstra,N,N,42,10,10,0.8,10,10,0.0031134000164456666
A*,N,N,41,10,10,0.8,11,10,0.01473450000048615
A*,N,N,42,10,10,0.8,10,10,0.01058149998425506
Pruning,Y,N,42,10,10,0.8,88,10,0.004378199984785169
Dijkstra,Y,N,42,10,10,0.8,10,10,0.002922200015746057
Pruning,Y,N,41,10,10,0.8,251,10,0.015350000001490116
Dijkstra,Y,N,41,10,10,0.8,10,10,0.0017833999881986529
A*,Y,N,42,10,10,0.8,10,10,0.010094700002809986
A*,Y,N,41,10,10,0.8,10,10,0.009561099985148758
Pruning,Y,Y,42,10,10,0.8,88,10,0.0036306999973021448
Dijkstra,Y,Y,42,10,10,0.8,10,10,0.0028357999981381
A*,Y,Y,42,10,10,0.8,10,10,0.011279800004558638
Pruning,Y,Y,41,10,10,0.8,244,10,0.014552100008586422
Dijkstra,Y,Y,41,10,10,0.8,10,10,0.0028682000120170414
Pruning,N,N,43,10,10,0.8,124,10,0.007063099998049438
Dijkstra,N,N,43,10,10,0.8,11,10,0.0038459000061266124
A*,Y,Y,41,10,10,0.8,10,10,0.010144700005184859
A*,N,N,43,10,10,0.8,11,10,0.012645899987546727
Pruning,Y,N,43,10,10,0.8,130,10,0.007492200005799532
